Tensâo (mV),Corrente (10⁻⁵ A),,,,,,,
0,-34,,,,,,,
500,-30,,,,,,,
1000,20,,,,,,,
1300,150,,,,,,,
1350,270,,,,,,,
1400,560,,,,,,,
1450,1580,,,,,,,11
1500,3760,,,,,,,
1550,9398,,,,,,,
1600,25389,,,,,,,
1650,69000,,,,,,,
1700,214000,,,,,,,
