Volts,r,R,delta_r,delta_R
5.0,0.1164,0.19440000000000002,0.008374999999999995,0.017875000000000016
4.5,0.12025000000000001,0.21265,0.013250000000000001,0.017125000000000005
4.0,0.125,0.22125,0.009499999999999993,0.01375
3.5,0.13765,0.23725000000000002,0.012374999999999999,0.015250000000000003
3.0,0.15039999999999998,0.26375,0.01437500000000001,0.01375
