1/T, Log(j/T²)
"0,0006451612903","-11,64749798"
"0,000625","-10,84349481"
"0,0005966587112","-9,748464134"
"0,0005813953488","-9,04795666"
"0,0005681818182","-8,50359801"
"0,0005571030641","-8,179798048"
"0,0005524861878","-7,616933325"
"0,0005376344086","-7,273439517"
"0,0005263157895","-6,896735884"
"0,0005221932115","-6,726268034"
